EmpID,Location,Gender,Level,Date Of Joining,Overall Rating,Career Growth,Compensation and Benefits,Work-life Balance,Comments
a82b13x660,LocE,Men,Junior,09-Nov-15,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Worst
a82b15x667,LocA,Men,Junior,01-Jul-05,Satisfied,Neutral,Neutral,Satisfied,Do not want to comment
a80b42x601,Remote,Women,Middle,17-Oct-07,Very Satisfied,Very Satisfied,Neutral,Satisfied,Dislikes ok ok ok ok
a80b21x607,Remote,Women,Senior,24-Nov-05,Neutral,Satisfied,Dissatisfied,Satisfied,No corruption are their
a80b51x643,LocF,Women,Junior,29-Mar-09,Neutral,Satisfied,Neutral,Satisfied,"JOB SECURITY
Work life balance"
a80b88x679,LocD,Women,Middle,25-Mar-24,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Overall work experience was very good
a82b33x652,Remote,Men,Junior,15-Apr-05,Very Satisfied,Neutral,Neutral,Neutral,Appriasal. And never have a boss at remote location it only hurts.
a80b09x663,LocA,Women,Middle,21-Mar-09,Satisfied,Neutral,Satisfied,Satisfied,Ok
a82b02x628,LocB,Men,Junior,11-Dec-05,Neutral,Neutral,Neutral,Neutral,"Good company to work with however opinions may vary from person to person. I started as fresher and worked for 10 years , during these years got ample learning opportunities which helped me groom into smart mature professional. As its one of the leading consulting firm with client base all over the globe so decent onsite opportunities during the tenure I worked however you have to create such opportunities by putting in lot of hard work and shaping your career in right direction....Read More"
a80b43x675,LocG,Women,Middle,22-Apr-05,Satisfied,Satisfied,Satisfied,Neutral,Good brand name.
a81b43x645,LocF,Men,Junior,14-May-19,Satisfied,Satisfied,Neutral,Very Satisfied,Compensation &overall growth isn't good.
a80b77x616,LocA,Women,Middle,29-Jul-12,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,All is good
a82b25x673,LocF,Women,Junior,16-Nov-16,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Everything
a80b90x667,LocC,Women,Middle,04-Mar-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work life balance is good.
a81b02x687,LocD,Women,Middle,02-Oct-23,Satisfied,Satisfied,Dissatisfied,Satisfied,"Flexible working hours , opportunities to develop new skills, diversity, good health policies and various  fun/ meditation events to keep employee stress free."
a80b81x623,LocF,Women,Middle,21-May-20,Satisfied,Satisfied,Neutral,Neutral,"Work life balance is good .
Leave is easily get when required to you."
a82b06x694,LocA,Men,Junior,20-Jun-14,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Still remember 7 values of CompanyX
a82b95x635,LocG,Men,Junior,11-Jun-07,Satisfied,Neutral,Dissatisfied,Satisfied,Good
a82b21x635,LocA,Women,Junior,16-Jun-05,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Everything
a80b72x658,LocF,Women,Middle,11-Oct-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Appraisal Policy is very week.
a80b81x645,LocD,Women,Junior,20-Oct-22,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,I have only dislikes for this company
a81b08x661,LocB,Men,Middle,14-Dec-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good working environment
a81b59x656,LocD,Men,Junior,05-Feb-23,Satisfied,Very Satisfied,Neutral,Very Satisfied,Salary and compensation
a81b03x655,LocG,Men,Middle,25-Jul-10,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,It was a nice place to work
a80b84x699,LocE,Women,Junior,01-Mar-12,Neutral,Neutral,Satisfied,Neutral,"Good, salary, new learning, knowledge"
a82b12x692,LocA,Men,Junior,09-Dec-19,Satisfied,Satisfied,Neutral,Satisfied,Safety
a82b02x627,LocG,Men,Junior,16-Oct-19,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,"Good culture, ethics maintained."
a82b08x672,LocD,Men,Junior,06-Dec-10,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,present most
a81b17x623,LocC,Men,Middle,29-Aug-12,Neutral,Neutral,Neutral,Satisfied,"Job security, flexibility."
a81b89x619,LocE,Men,Middle,24-Dec-24,Satisfied,Satisfied,Dissatisfied,Satisfied,0
a81b30x674,LocC,Men,Senior,20-Dec-24,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,0
a82b96x651,LocA,Men,Junior,30-Apr-09,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Carrier growth,teammates,training"
a81b12x653,LocA,Women,Middle,24-Aug-19,Neutral,Neutral,Neutral,Neutral,"Learning sessions monthly
Skills upgrade"
a81b79x601,LocD,Men,Junior,30-Dec-24,Very Satisfied,Neutral,Neutral,Neutral,Depends on your profile
a80b63x697,Remote,Women,Junior,05-Feb-20,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good Company
a82b07x619,LocD,Men,Junior,14-Jul-18,Very Dissatisfied,Very Satisfied,Neutral,Neutral,Work life will be hell
a82b25x667,LocG,Men,Junior,06-Apr-19,Satisfied,Very Satisfied,Neutral,Satisfied,No proper compensation revision. Unreasonable mechanism of yearly performance evaluation. No protection from company for treatment at client location.
a80b62x678,LocC,Women,Middle,18-Jul-12,Satisfied,Satisfied,Satisfied,Satisfied,I worked here for 1 year during covid time. So all time i was at home. Good work environment and culture was there during work from home. I learnt new software development tools.
a80b68x608,LocB,Women,Middle,11-Jul-24,Satisfied,Very Satisfied,Satisfied,Very Satisfied,"Work culture, work life balance and growth in terms of technology."
a82b98x670,LocE,Men,Junior,16-Dec-09,Satisfied,Satisfied,Dissatisfied,Satisfied,0
a80b54x612,LocG,Women,Middle,09-Nov-06,Satisfied,Neutral,Dissatisfied,Neutral,The firing rate is very low in this company so it you are looking for job security this company is preferable.
a81b86x656,LocD,Women,Middle,13-Feb-20,Satisfied,Satisfied,Satisfied,Neutral,Night shifts impaCompanyB health
a81b61x646,LocD,Men,Junior,15-Jan-15,Very Dissatisfied,Very Satisfied,Satisfied,Very Satisfied,0
a81b89x600,Remote,Men,Middle,10-Aug-07,Satisfied,Neutral,Neutral,Neutral,0
a81b51x654,LocB,Men,Middle,30-May-16,Satisfied,Satisfied,Satisfied,Satisfied,Increment only 3% for average rating.
a80b95x658,LocB,Women,Junior,05-May-11,Very Satisfied,Very Satisfied,Neutral,Satisfied,Good work life balance
a81b18x623,LocG,Men,Middle,29-Dec-06,Neutral,Neutral,Neutral,Neutral,"Skill development , learning wise good projeCompanyB"
a81b65x630,LocG,Men,Junior,17-Apr-11,Neutral,Neutral,Neutral,Dissatisfied,Long working hours and no appreciation
a82b20x671,LocG,Men,Junior,16-Dec-11,Satisfied,Satisfied,Neutral,Satisfied,nothing
a80b42x686,Remote,Women,Junior,15-Jul-10,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Good projeCompanyB. Learning and growth is good
a81b49x648,LocD,UD,Junior,20-Jun-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nice experience
a82b94x623,LocB,Men,Junior,13-Dec-13,Neutral,Very Satisfied,Satisfied,Satisfied,0
a80b16x623,LocA,Women,Junior,19-Dec-16,Satisfied,Satisfied,Neutral,Satisfied,Good and satisfied
a80b85x647,LocA,Women,Middle,07-Apr-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Giving new opportunity to work and learning new and different things at work place.
a80b46x611,LocA,Women,Senior,06-May-13,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Cafeteria
a82b03x686,LocC,Men,Junior,21-Feb-06,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing to like
a82b99x603,LocE,Men,Junior,16-Nov-22,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,They give associates opportunities by riskiling thhem to new technology
a81b62x663,LocF,Men,Junior,30-Nov-16,Satisfied,Satisfied,Satisfied,Satisfied,Low payment
a82b92x657,LocB,Men,Junior,13-May-20,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Good for Freshers
a81b17x641,Remote,Women,Junior,02-Sep-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No work load
a82b06x684,LocG,Men,Junior,03-Sep-06,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Everthing except work
a80b29x689,LocD,Women,Middle,09-Aug-24,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Nothing worst company
a82b89x678,LocC,Men,Junior,09-Jul-19,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,0
a82b11x626,Remote,Men,Junior,01-Aug-14,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Safety and satisfaction  work surrounding
a81b93x602,LocD,Men,Middle,25-Jan-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good company
a80b68x673,LocE,Women,Junior,14-Oct-07,Very Satisfied,Very Satisfied,Neutral,Satisfied,Salary is decent but career growth and appraisals are very low
a80b18x621,LocC,Women,Senior,13-Sep-09,Satisfied,Very Satisfied,Neutral,Very Satisfied,Good work life balance
a81b33x639,LocE,Men,Middle,21-Feb-17,Very Satisfied,Dissatisfied,Dissatisfied,Satisfied,Worklife balance
a82b99x625,LocF,Women,Junior,05-May-09,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Management
a82b94x611,LocA,Women,Junior,26-Jul-23,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Job security
a80b72x632,LocF,Men,Middle,30-Jul-07,Neutral,Neutral,Neutral,Neutral,It's fine only. Just fine.
a81b17x620,LocA,Men,Middle,22-Aug-05,Neutral,Neutral,Neutral,Dissatisfied,It all depends on project .Work pressure in some projeCompanyB
a80b76x606,LocB,Women,Middle,09-Aug-15,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Work culture
a80b66x605,LocD,Men,Junior,01-May-16,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,It's good working here in CompanyX
a82b13x620,LocB,UD,Junior,04-May-19,Very Satisfied,Neutral,Neutral,Dissatisfied,0
a80b89x630,LocC,Women,Senior,19-Apr-13,Satisfied,Satisfied,Dissatisfied,Neutral,"People oriented 
Cab facilities 
Job security"
a81b93x634,LocE,Men,Middle,16-Jul-19,Satisfied,Neutral,Neutral,Neutral,"Overall a very good experience in CompanyX including company policies, work life balance, salary and career opportunities."
a80b53x670,LocD,Men,Junior,02-Mar-13,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,
a80b46x685,LocD,Women,Senior,20-Jun-17,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,"job security.
you don't need to be very skilled. 
less knowledge is ok."
a81b95x627,LocG,Women,Junior,24-Nov-21,Satisfied,Satisfied,Neutral,Very Satisfied,Job security
a80b97x640,LocG,Women,Junior,09-May-13,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,There is nothing to be liked in this company. Totally pathetic. People are biased
a81b66x614,LocD,Men,Junior,12-Feb-05,Satisfied,Very Satisfied,Neutral,Very Satisfied,Notice period which is 3 months
a82b03x694,LocD,Men,Junior,16-Dec-15,Very Dissatisfied,Satisfied,Neutral,Satisfied,Good job
a82b05x615,LocB,Men,Junior,02-Jul-07,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Disrespectful towards it's employees
a81b10x677,LocF,Women,Junior,07-Jul-21,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good working place
a80b30x666,Remote,Women,Middle,18-Nov-12,Satisfied,Dissatisfied,Neutral,Neutral,Nothing except campus
a82b31x645,LocB,Women,Junior,24-Nov-22,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Management
a80b29x667,LocC,Women,Middle,03-Jun-19,Neutral,Neutral,Dissatisfied,Neutral,Depends upon team to team
a81b20x637,LocA,Men,Senior,18-Mar-18,Satisfied,Neutral,Very Dissatisfied,Very Satisfied,0
a80b24x657,LocC,Women,Middle,04-Nov-24,Neutral,Neutral,Neutral,Neutral,Ok cool cool yaar friend
a82b81x688,LocG,Women,Junior,08-Nov-09,Satisfied,Satisfied,Neutral,Neutral,The holidays cycle and pay structure
a80b79x623,LocC,Men,Middle,17-Dec-13,Very Satisfied,Satisfied,Satisfied,Satisfied,Some salary and hike shoud be high as compared to others. Overall CompanyX is really a good company.
a82b99x612,LocD,Women,Junior,04-Oct-22,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Happy to share about company
a81b89x685,LocB,Men,Middle,22-Apr-08,Neutral,Neutral,Satisfied,Neutral,"They will train fresher resources into different streams and deploy on client projeCompanyB, sometime we will get different project not related to our stream and I got development project in leading global bank. work life balance is ok and manageable, increment wise depends on rating."
a80b33x616,LocC,Women,Junior,01-Dec-06,Very Satisfied,Satisfied,Neutral,Satisfied,"team mates, work culture and campus"
a82b05x693,LocD,Women,Junior,23-Jun-06,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Open opportunities for freshers.
a80b99x631,LocG,Women,Junior,20-Sep-21,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,No promotions and appraisals
a80b46x686,LocG,Women,Senior,03-Sep-24,Satisfied,Satisfied,Satisfied,Neutral,Work culture
a82b97x605,LocB,Men,Junior,17-Aug-15,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Not applicable
a80b42x685,LocB,Women,Junior,05-Aug-14,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Nothing actually. Just some managers were cheap.
a82b18x608,LocC,Men,Junior,10-Jul-14,Satisfied,Very Satisfied,Neutral,Satisfied,Good
a80b84x647,LocG,Women,Junior,22-Jun-08,Satisfied,Very Satisfied,Neutral,Satisfied,Manager collaboration is good
a82b04x627,LocD,Men,Junior,13-May-20,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a81b08x672,LocF,Men,Middle,27-Jul-14,Satisfied,Very Satisfied,Dissatisfied,Satisfied,Medical insurance and other benefits are pathetic. Apart from salary no other perks.
a80b56x695,LocG,Women,Junior,02-Dec-16,Satisfied,Satisfied,Dissatisfied,Satisfied,Good work environment.
a81b22x660,LocB,Men,Senior,04-May-22,Satisfied,Satisfied,Satisfied,Satisfied,Good
a80b67x630,LocE,Men,Junior,21-Oct-24,Neutral,Neutral,Neutral,Neutral,Good learning environment
a81b21x684,LocE,UD,Middle,26-Dec-15,Neutral,Neutral,Neutral,Neutral,its good
a80b35x685,LocB,Women,Senior,28-Dec-15,Satisfied,Satisfied,Neutral,Satisfied,All
a80b46x631,LocC,Women,Senior,29-Jun-21,Satisfied,Neutral,Neutral,Neutral,Challenges is working with CompanyX and deliver as per expectations
a81b14x670,LocE,Men,Middle,03-Nov-21,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Work culture
a81b83x654,LocF,Women,Middle,18-Nov-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Many things Buttering to our seniors, transport cab driver. You can say all the staff like king. Transport is very like dog girls never safe in CompanyX at any shift. Driver can call you at any time. No rules no regulations."
a80b25x635,LocC,Women,Middle,26-Oct-24,Neutral,Dissatisfied,Dissatisfied,Satisfied,Work life balance is good
a81b99x673,LocD,Men,Middle,13-Apr-24,Satisfied,Very Satisfied,Satisfied,Satisfied,All good and enjoyed my 5 years of service.
a80b88x611,LocB,Women,Middle,04-Aug-12,Neutral,Dissatisfied,Neutral,Neutral,Good learning and growth.
a82b10x652,LocD,Men,Junior,14-Apr-09,Very Satisfied,Satisfied,Neutral,Satisfied,Work environment is good
a80b15x648,LocD,Women,Senior,28-Jan-17,Satisfied,Neutral,Neutral,Satisfied,Good culture work environment
a81b93x642,LocD,Men,Junior,19-Sep-20,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Appraisal, promotion, no bonus,"
a81b37x696,LocD,Men,Middle,22-Oct-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,They don't have projeCompanyB for employees
a80b43x686,LocG,Women,Senior,16-Aug-08,Satisfied,Satisfied,Neutral,Satisfied,Good company to start your career
a81b58x602,LocC,Men,Junior,16-Aug-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good experience
a80b96x603,LocC,Women,Middle,09-Dec-05,Satisfied,Satisfied,Satisfied,Satisfied,I joined CompanyX on 20th April 2023 and since thn I'm on bench .. so right now I don't have any work experience or work life with them.
a80b54x686,LocG,Women,Middle,17-Sep-19,Satisfied,Satisfied,Satisfied,Very Satisfied,"Peacefull working place and good environment.collegues are more supportive than other companies,work free stress availability"
a81b70x671,LocD,Men,Junior,11-Aug-19,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"This company's Tl behaviour rude
And and hiring always contract basis only 5 month. So ignore if you want to join this company."
a81b46x681,Remote,Women,Middle,29-Jan-18,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nathing dislikes from my End
a82b14x688,Remote,Men,Junior,16-Sep-16,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,its deeply frustrating now
a80b02x620,LocE,Women,Middle,05-Nov-11,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,good and all fine
a82b04x629,LocG,Men,Junior,05-Jul-06,Neutral,Satisfied,Neutral,Very Satisfied,Good
a82b19x689,LocA,Men,Junior,01-Jan-20,Satisfied,Neutral,Neutral,Dissatisfied,horrible salary gowth. down to pits
a82b36x679,LocE,Men,Junior,26-Jan-09,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Worst company i ever worked with... Actually its a company who needs more labourer than people who can stay there for 10-12 hours
a80b47x610,Remote,Men,Junior,04-Mar-05,Satisfied,Neutral,Dissatisfied,Satisfied,"Work culture depends on the project you are in. Some projeCompanyB have a very leniant and friendly culture while there are a lot of politics in a few projeCompanyB. I personally found it difficult to grow as an employee here. Job security is fine. As long as you'll do your work, you're out of trouble."
a80b15x638,LocB,Women,Middle,29-Oct-17,Satisfied,Satisfied,Neutral,Satisfied,Yes
a81b71x606,Remote,Men,Junior,06-Nov-14,Satisfied,Neutral,Neutral,Satisfied,"Teammates was very supportive, good package for experience person ,"
a80b18x631,LocB,Women,Middle,29-Dec-08,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,I had learned a lot from this organization and helped me to improve myself and my experience.
a82b05x698,LocD,Men,Junior,23-Apr-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Work life balance can be maintained only in few projeCompanyB
a82b08x606,LocC,UD,Junior,26-Jul-10,Satisfied,Neutral,Neutral,Satisfied,Hike are very worst.. shot term is .. long term not good..
a81b06x621,LocA,Men,Middle,06-Sep-11,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Excellent
a81b72x620,LocB,Men,Junior,24-Mar-11,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,On an average it's good
a82b98x653,Remote,Women,Junior,20-Nov-08,Neutral,Satisfied,Neutral,Satisfied,"company policies, job securities"
a80b66x622,LocE,Men,Junior,10-Dec-21,Neutral,Neutral,Dissatisfied,Satisfied,"Company policy's are good
Work life balance is good 
Project with Non Indian Management"
a80b67x606,LocD,Women,Middle,08-Jan-21,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work satisfaction
a81b24x631,LocG,Men,Middle,05-Feb-14,Satisfied,Satisfied,Neutral,Satisfied,Good work life balance
a82b87x687,LocC,Men,Junior,20-May-16,Satisfied,Neutral,Dissatisfied,Very Satisfied,the work pressure is very high.
a81b47x636,LocA,Men,Junior,20-Nov-17,Satisfied,Satisfied,Satisfied,Satisfied,0
a80b20x652,LocD,Women,Junior,23-Aug-19,Neutral,Very Dissatisfied,Satisfied,Neutral,Terrible work environment and the management is pathetic.
a81b91x616,LocA,Women,Middle,10-Oct-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent
a81b49x649,LocD,Men,Middle,21-Aug-09,Very Dissatisfied,Satisfied,Satisfied,Neutral,Job security
a81b07x674,LocB,Men,Middle,11-Apr-07,Satisfied,Satisfied,Satisfied,Satisfied,"Good atmosphere, treated equally important"
a80b13x665,LocB,Women,Junior,14-Nov-08,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a80b23x674,LocC,Women,Junior,11-Aug-16,Very Dissatisfied,Neutral,Neutral,Very Dissatisfied,Mnc company
a81b20x617,LocD,Women,Junior,18-Apr-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"I would love to work in CompanyX again . I had an awesome experience there. My colleagues , my onsite all had very good bonding and we used to work together on any task ."
a80b06x634,LocB,Women,Senior,14-Jan-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Working environment is very good
a82b94x612,LocF,Men,Junior,15-Oct-14,Very Satisfied,Satisfied,Very Dissatisfied,Satisfied,Job security is there.
a81b69x655,LocC,Men,Junior,02-Jul-23,Satisfied,Satisfied,Neutral,Satisfied,0
a80b77x674,LocA,Women,Middle,13-Oct-20,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"All very good, and best working place."
a82b17x640,LocD,Men,Junior,06-Jul-22,Satisfied,Dissatisfied,Dissatisfied,Neutral,0
a82b16x627,LocC,Women,Junior,16-Jun-22,Satisfied,Satisfied,Satisfied,Satisfied,In CompanyX i like the Good environment
a80b59x665,LocD,Women,Junior,30-Mar-08,Satisfied,Satisfied,Neutral,Satisfied,If you're lucky you'll have a good time here
a82b12x694,LocD,Men,Junior,05-Apr-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Everything is fine to work
a81b84x695,LocF,Women,Middle,28-Dec-24,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Need improvement in all the areas
a80b37x601,LocF,Women,Senior,18-Apr-07,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Good stuff and environment
a82b12x648,LocF,Men,Junior,10-Nov-17,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Nothing
a81b70x695,LocE,Men,Junior,18-Dec-12,Satisfied,Neutral,Dissatisfied,Neutral,Cab facility is very best and covid 19 rule is 100% maintain
a81b59x603,Remote,Men,Junior,23-Aug-18,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"During appraisal, Team Lead will give one rating but practice team reduce the rating. So rating is not based on work, it is disappointing."
a81b44x630,LocB,Men,Middle,22-Aug-24,Satisfied,Neutral,Neutral,Neutral,HR will not take care of the things
a82b08x676,LocD,UD,Junior,02-May-15,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,The company is open to innovation and ready to adopt latest technology.
a81b39x630,LocG,Men,Junior,24-Apr-18,Neutral,Satisfied,Neutral,Satisfied,Jon security
a82b01x671,LocA,Men,Junior,22-Mar-16,Satisfied,Satisfied,Neutral,Satisfied,Work life balance.
a81b87x650,LocF,Men,Middle,06-Feb-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a82b16x612,LocE,Men,Junior,02-Jul-13,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,People working at CompanyX have ample time. Very relaxing job. No serious work goes on.
a80b01x621,LocB,Women,Junior,18-Dec-20,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,"employee friendly policies, diversity is very much spoken about in CG, helpful teammates"
a82b35x686,Remote,Men,Junior,03-Jul-13,Very Satisfied,Satisfied,Satisfied,Satisfied,0
a82b20x682,Remote,Men,Junior,02-Jan-18,Neutral,Neutral,Neutral,Neutral,0
a80b59x676,LocC,Women,Junior,21-Sep-16,Neutral,Neutral,Dissatisfied,Neutral,Bench Time
a80b28x666,LocA,Women,Junior,23-Feb-07,Satisfied,Satisfied,Neutral,Satisfied,Work culture is good
a82b05x672,LocA,Men,Junior,16-Mar-06,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a81b46x676,LocA,Men,Junior,29-Oct-12,Neutral,Neutral,Dissatisfied,Neutral,It's been a nice environment.
a81b66x639,LocG,Men,Junior,26-Mar-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,It is pathetic to work as a contractor for a MNC AND I dont recommend this company to any one
a82b17x696,LocB,Men,Junior,17-Nov-05,Satisfied,Dissatisfied,Dissatisfied,Neutral,"Multiple projeCompanyB in multiple locations, good chance to go onsite. Good opportunities for learning new skills and tools parallelly with current project."
a82b03x658,LocE,Men,Junior,28-Jun-11,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Everything
a80b71x680,LocE,Men,Junior,29-Jan-18,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,very good company everyone can join
a81b95x680,LocC,Men,Junior,20-Nov-12,Neutral,Neutral,Dissatisfied,Neutral,"Good company, WLB base on project, Job Security are ok."
a82b10x624,LocA,Women,Junior,25-Nov-23,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Terrible
a82b95x608,LocA,Men,Junior,10-Jun-21,Satisfied,Neutral,Neutral,Neutral,Policties in management
a80b39x630,LocD,Women,Senior,01-May-18,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Everything
a82b89x648,LocG,Men,Junior,06-Feb-08,Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,0
a81b48x675,LocG,Men,Junior,29-Jun-13,Neutral,Satisfied,Satisfied,Satisfied,No matter how hard you work compensation and increment is always less.
a81b80x660,Remote,Men,Junior,14-Jan-14,Satisfied,Satisfied,Neutral,Neutral,"They made me to sign for 2 years agreement bond.
work timings. we work for 9.5 hours/day"
a82b12x665,LocF,Men,Junior,17-Apr-09,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Carrer growth only
a81b08x633,LocE,Men,Middle,07-Jul-11,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,"Managers are not open minded, old school managers."
a81b74x633,LocB,Men,Junior,16-Jan-05,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing if you join Alkayada join it but don't join CompanyX noida
a80b80x643,LocG,Women,Senior,10-Mar-12,Neutral,Neutral,Neutral,Neutral,CompanyX is a place where we can spend quality of time on self learning.
a81b43x650,LocC,Women,Junior,09-Jun-16,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Client was good
a82b20x652,LocC,Men,Junior,14-Mar-05,Dissatisfied,Satisfied,Neutral,Neutral,"Work culture,  work life balance and job security was very good"
a81b87x672,LocE,Men,Junior,19-Aug-17,Satisfied,Satisfied,Neutral,Very Satisfied,"Every thing depends on project and team.
Good environment, security, management and policies."
a81b54x687,LocE,Men,Middle,01-Mar-24,Neutral,Satisfied,Neutral,Satisfied,Very limited Onsite opportunities.
a81b11x622,LocF,Men,Junior,04-Aug-10,Satisfied,Satisfied,Neutral,Neutral,Good
a80b50x670,LocD,Men,Middle,03-Mar-20,Very Satisfied,Satisfied,Satisfied,Satisfied,Yes I like a CompanyX
a82b87x622,Remote,Men,Junior,07-Sep-18,Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,work
a81b86x686,LocB,Women,Middle,04-Aug-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,nothing
a81b91x601,LocF,Men,Junior,16-Jun-19,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Job security and work life balance
a81b65x680,LocA,Men,Junior,04-Sep-09,Very Dissatisfied,Satisfied,Satisfied,Satisfied,0
a80b34x603,LocA,Women,Senior,26-Mar-09,Satisfied,Satisfied,Satisfied,Satisfied,Good all things
a81b94x626,LocC,Women,Junior,10-Mar-15,Very Satisfied,Very Satisfied,Neutral,Satisfied,It's excellent
a81b80x624,LocD,Women,Middle,22-May-07,Neutral,Satisfied,Neutral,Satisfied,Salary is too low
